it	posterior	prior	BD_lik	k_birth	k_death	RJ_hp	root_age	death_age	tot_length
3090000	-2750.127424041206	-69.43922675400223	-2680.6881972872034	6	5	3.0677971382316973	147.7878483103789	0.0	3256.3355761243356
3091000	-2744.893719616479	-63.983752637093225	-2680.9099669793854	6	4	3.80323225226359	147.7878483103789	0.0	3256.3355761243356
3092000	-2745.6501875381923	-73.86641566933343	-2671.783771868859	6	5	2.049275209534766	147.7878483103789	0.0	3256.3355761243356
3093000	-2741.7648121708494	-80.07010498656057	-2661.6947071842887	6	6	4.415531597182209	147.7878483103789	0.0	3256.3355761243356
3094000	-2743.301172673743	-74.33748301901028	-2668.9636896547327	6	6	4.478275322511504	147.7878483103789	0.0	3256.3355761243356
3095000	-2742.5325558278505	-83.3606878937219	-2659.1718679341284	7	6	4.558180748474376	147.7878483103789	0.0	3256.3355761243356
3096000	-2744.474476098643	-79.60247440087734	-2664.872001697766	7	6	7.355304185498605	147.7878483103789	0.0	3256.3355761243356
3097000	-2752.853814269006	-83.75103515937457	-2669.1027791096312	6	7	3.961090665627595	147.7878483103789	0.0	3256.3355761243356
3098000	-2741.01153302716	-77.81766185121691	-2663.193871175943	6	6	3.6573378329443322	147.7878483103789	0.0	3256.3355761243356
3099000	-2739.5279842984446	-76.28956958372635	-2663.238414714718	6	6	3.677696619892183	147.7878483103789	0.0	3256.3355761243356
3100000	-2743.9350064573805	-85.7050008401907	-2658.23000561719	7	6	6.080793112169362	147.7878483103789	0.0	3256.3355761243356
3101000	-2744.765537240601	-72.02980885015359	-2672.7357283904475	6	6	4.28337953200941	147.7878483103789	0.0	3256.3355761243356
3102000	-2747.4295399157804	-81.8586214612513	-2665.570918454529	7	6	4.962750422226064	147.7878483103789	0.0	3256.3355761243356
3103000	-2739.5423790639466	-74.47392338378602	-2665.0684556801607	6	6	7.580178734453639	147.7878483103789	0.0	3256.3355761243356
3104000	-2746.458666089671	-82.21723036076055	-2664.241435728911	6	7	5.267200815393368	147.7878483103789	0.0	3256.3355761243356
3105000	-2737.1472294394075	-74.70719849201774	-2662.44003094739	6	6	4.022022063954342	147.7878483103789	0.0	3256.3355761243356
3106000	-2737.8743933268447	-75.20968539228932	-2662.6647079345553	6	6	4.739430625424328	147.7878483103789	0.0	3256.3355761243356
3107000	-2738.151516646322	-73.80489863786855	-2664.3466180084533	6	6	5.391009698332198	147.7878483103789	0.0	3256.3355761243356
3108000	-2737.853882570902	-79.70671818638505	-2658.147164384517	6	6	6.110271958105766	147.7878483103789	0.0	3256.3355761243356
3109000	-2743.3497608815155	-81.4995672564586	-2661.850193625057	7	6	4.7730123081160105	147.7878483103789	0.0	3256.3355761243356
3110000	-2738.2100276652995	-75.44322010492104	-2662.7668075603783	6	6	6.426156730598013	147.7878483103789	0.0	3256.3355761243356
3111000	-2742.1109256794894	-71.79086148698552	-2670.3200641925037	6	6	6.086244112216201	147.7878483103789	0.0	3256.3355761243356
3112000	-2741.854563451637	-76.11496684972137	-2665.7395966019158	6	6	3.6028185692629364	147.7878483103789	0.0	3256.3355761243356
3113000	-2749.038445742204	-78.61905900434886	-2670.4193867378553	6	6	2.1921712161138522	147.7878483103789	0.0	3256.3355761243356
3114000	-2751.5702915610545	-80.71927034694463	-2670.85102121411	6	7	4.916832608666965	147.7878483103789	0.0	3256.3355761243356
3115000	-2751.3423017362993	-72.34872132736969	-2678.9935804089296	6	5	3.2922237325053705	147.7878483103789	0.0	3256.3355761243356
3116000	-2745.928225752542	-78.00707588940533	-2667.9211498631366	6	6	3.4864761100563886	147.7878483103789	0.0	3256.3355761243356
3117000	-2744.663567622077	-76.1701304654858	-2668.4934371565914	6	6	5.730456985985879	147.7878483103789	0.0	3256.3355761243356
3118000	-2746.608305986493	-78.83563684369715	-2667.772669142796	6	6	5.8153244409931135	147.7878483103789	0.0	3256.3355761243356
3119000	-2744.688869200317	-75.75390770617113	-2668.934961494146	6	6	5.770927701306681	147.7878483103789	0.0	3256.3355761243356
3120000	-2751.5705440942734	-81.87609241563055	-2669.694451678643	6	6	3.6628884190097506	147.7878483103789	0.0	3256.3355761243356
3121000	-2749.0629410327924	-72.84877030569508	-2676.2141707270976	6	6	4.951906847282418	147.7878483103789	0.0	3256.3355761243356
3122000	-2739.7974641453	-74.43682118317608	-2665.360642962124	6	6	5.511724192227897	147.7878483103789	0.0	3256.3355761243356
3123000	-2740.1612814102173	-74.56762496210364	-2665.5936564481135	6	6	2.913547981115022	147.7878483103789	0.0	3256.3355761243356
3124000	-2747.150728471204	-67.47471678788133	-2679.6760116833225	6	5	5.010689567418774	147.7878483103789	0.0	3256.3355761243356
3125000	-2751.5060934517737	-75.43932259876928	-2676.0667708530045	6	6	3.2247254966588956	147.7878483103789	0.0	3256.3355761243356
3126000	-2750.4386731456643	-75.1455526044477	-2675.2931205412165	6	6	2.898150222560778	147.7878483103789	0.0	3256.3355761243356
3127000	-2753.1860230331213	-75.05580690044809	-2678.130216132673	6	6	6.828508760978718	147.7878483103789	0.0	3256.3355761243356
3128000	-2747.605068103697	-74.74617166046689	-2672.8588964432297	6	6	3.679642592612816	147.7878483103789	0.0	3256.3355761243356
3129000	-2749.355766859628	-70.11382434063938	-2679.2419425189887	6	5	3.495924817839904	147.7878483103789	0.0	3256.3355761243356
3130000	-2744.0321127978245	-72.22065192138048	-2671.811460876444	6	6	4.3958557174285575	147.7878483103789	0.0	3256.3355761243356
3131000	-2745.7404646768878	-74.37186817260078	-2671.368596504287	6	6	5.051639420752515	147.7878483103789	0.0	3256.3355761243356
3132000	-2753.3767881862173	-73.39813906670304	-2679.978649119514	7	5	5.826656479096183	147.7878483103789	0.0	3256.3355761243356
3133000	-2750.581826112312	-69.40368958711885	-2681.1781365251927	6	5	3.152045187641525	147.7878483103789	0.0	3256.3355761243356
3134000	-2747.5609149575107	-65.9855092677217	-2681.575405689789	6	5	4.6121481730920095	147.7878483103789	0.0	3256.3355761243356
3135000	-2745.5547393695406	-75.46291335799627	-2670.0918260115445	6	5	5.931334415317901	147.7878483103789	0.0	3256.3355761243356
3136000	-2748.0552007127235	-66.1652147005916	-2681.889986012132	6	5	4.663961083421966	147.7878483103789	0.0	3256.3355761243356
3137000	-2748.9907537648414	-72.41687228414392	-2676.5738814806973	6	5	4.870090485043486	147.7878483103789	0.0	3256.3355761243356
3138000	-2744.645018353376	-77.43335932423946	-2667.2116590291366	6	6	4.523459741643491	147.7878483103789	0.0	3256.3355761243356
3139000	-2758.5296203764274	-86.89478968152802	-2671.6348306948994	6	7	5.426131192233022	147.7878483103789	0.0	3256.3355761243356
3140000	-2741.0953140496704	-75.19237022088389	-2665.9029438287866	6	6	4.205308687535531	147.7878483103789	0.0	3256.3355761243356
3141000	-2742.5720541077108	-72.85535354813302	-2669.716700559578	6	6	4.550024862851732	147.7878483103789	0.0	3256.3355761243356
3142000	-2745.093528438199	-71.98885742713648	-2673.1046710110627	6	6	5.774170004556632	147.7878483103789	0.0	3256.3355761243356
3143000	-2745.3898603196026	-75.57194993509782	-2669.8179103845046	6	6	1.9416442751960468	147.7878483103789	0.0	3256.3355761243356
3144000	-2746.477336374192	-67.87466363676558	-2678.6026727374265	6	5	3.5974958369686343	147.7878483103789	0.0	3256.3355761243356
3145000	-2747.5001834759814	-71.98195009413402	-2675.5182333818475	6	5	3.0247961084332795	147.7878483103789	0.0	3256.3355761243356
3146000	-2746.588943373115	-68.66483785033017	-2677.924105522785	6	5	4.771672640442809	147.7878483103789	0.0	3256.3355761243356
3147000	-2745.124929844911	-70.88736852863741	-2674.2375613162735	6	5	3.7790368979842204	147.7878483103789	0.0	3256.3355761243356
3148000	-2749.2684153525597	-76.79217553289065	-2672.476239819669	6	6	3.2495655870827105	147.7878483103789	0.0	3256.3355761243356
3149000	-2748.5370573130353	-71.03026194604658	-2677.5067953669886	6	5	3.4455989243268377	147.7878483103789	0.0	3256.3355761243356
3150000	-2743.4494157666445	-76.53532570874201	-2666.9140900579023	6	6	4.305234210889434	147.7878483103789	0.0	3256.3355761243356
3151000	-2744.231573535631	-75.78664375781814	-2668.444929777813	6	6	6.768722279185224	147.7878483103789	0.0	3256.3355761243356
3152000	-2743.200850229326	-72.65196589087769	-2670.5488843384483	6	6	4.163577833466859	147.7878483103789	0.0	3256.3355761243356
3153000	-2743.4145340745426	-67.30502661559775	-2676.109507458945	6	5	7.388964578062198	147.7878483103789	0.0	3256.3355761243356
3154000	-2739.981051717524	-73.99742859295692	-2665.983623124567	6	6	3.411333683124275	147.7878483103789	0.0	3256.3355761243356
3155000	-2748.0814715386828	-79.18598847003719	-2668.8954830686457	7	6	5.580295252401038	147.7878483103789	0.0	3256.3355761243356
3156000	-2744.50298100188	-72.45837633931377	-2672.044604662566	6	6	3.826378101893621	147.7878483103789	0.0	3256.3355761243356
3157000	-2754.918830260528	-86.09510492843975	-2668.823725332088	6	7	7.54537730869944	147.7878483103789	0.0	3256.3355761243356
3158000	-2753.09682868971	-84.55166268160085	-2668.5451660081094	6	7	4.084093704357782	147.7878483103789	0.0	3256.3355761243356
3159000	-2746.3798337809335	-74.28879470141906	-2672.0910390795143	6	5	3.4331723130382668	147.7878483103789	0.0	3256.3355761243356
3160000	-2747.0191255532695	-67.62442591377003	-2679.3946996394993	6	5	4.4634169424496	147.7878483103789	0.0	3256.3355761243356
3161000	-2750.533945876831	-68.307955241768	-2682.2259906350628	6	5	4.843459527954496	147.7878483103789	0.0	3256.3355761243356
3162000	-2750.4864416920154	-66.97850223207593	-2683.5079394599397	6	5	3.3247467338481416	147.7878483103789	0.0	3256.3355761243356
3163000	-2750.227631198284	-74.94977804068967	-2675.2778531575946	7	5	4.839433971135256	147.7878483103789	0.0	3256.3355761243356
3164000	-2752.976107509045	-75.3458667347751	-2677.63024077427	6	5	2.926497983633521	147.7878483103789	0.0	3256.3355761243356
3165000	-2765.4398262278146	-87.07278132979309	-2678.3670448980215	7	6	2.9651894358901743	147.7878483103789	0.0	3256.3355761243356
3166000	-2747.1236807274527	-69.03327928587983	-2678.090401441573	6	5	3.3607127861848043	147.7878483103789	0.0	3256.3355761243356
3167000	-2759.4735222361733	-85.03160664541846	-2674.441915590755	8	5	3.956566193201767	147.7878483103789	0.0	3256.3355761243356
3168000	-2742.64279412971	-75.20472628642584	-2667.4380678432844	6	6	3.378977186400365	147.7878483103789	0.0	3256.3355761243356
3169000	-2742.2954845060804	-75.58931874638931	-2666.706165759691	6	6	3.641904624292297	147.7878483103789	0.0	3256.3355761243356
3170000	-2751.6545017505455	-81.04531198352115	-2670.6091897670244	7	6	4.982566149191885	147.7878483103789	0.0	3256.3355761243356
3171000	-2742.011695240125	-81.00663663177531	-2661.00505860835	7	6	6.8683208757832475	147.7878483103789	0.0	3256.3355761243356
3172000	-2748.511263213064	-75.64344809527836	-2672.8678151177855	7	5	5.184813799574067	147.7878483103789	0.0	3256.3355761243356
3173000	-2748.145910396474	-77.43632006860804	-2670.709590327866	7	6	7.534362773523057	147.7878483103789	0.0	3256.3355761243356
3174000	-2746.7479762870394	-82.3511065051535	-2664.396869781886	7	6	5.061104049999264	147.7878483103789	0.0	3256.3355761243356
3175000	-2755.3017338294167	-88.84268757744634	-2666.4590462519704	8	6	5.009421422283071	147.7878483103789	0.0	3256.3355761243356
3176000	-2749.1743481795547	-74.43117690637098	-2674.7431712731836	6	6	4.04034846774211	147.7878483103789	0.0	3256.3355761243356
3177000	-2749.630819197459	-77.4642762080461	-2672.166542989413	6	6	3.780847398771405	147.7878483103789	0.0	3256.3355761243356
3178000	-2760.3044187604833	-89.38209979568269	-2670.9223189648005	7	6	5.0517575404037345	147.7878483103789	0.0	3256.3355761243356
3179000	-2747.885710310218	-83.09094259236582	-2664.794767717852	7	6	5.889855892572133	147.7878483103789	0.0	3256.3355761243356
3180000	-2747.479315472917	-82.20380219436976	-2665.275513278547	7	6	8.139899568840018	147.7878483103789	0.0	3256.3355761243356
3181000	-2749.7123279786965	-85.3602893580103	-2664.352038620686	6	7	4.785026251424819	147.7878483103789	0.0	3256.3355761243356
3182000	-2756.603036030793	-80.47583697860753	-2676.1271990521855	8	5	6.8662436707347485	147.7878483103789	0.0	3256.3355761243356
3183000	-2760.993087019953	-71.96809570903571	-2689.024991310917	6	6	6.195654745672249	147.7878483103789	0.0	3256.3355761243356
3184000	-2757.1831357667093	-64.50531762888298	-2692.6778181378263	7	3	4.557010451262297	147.7878483103789	0.0	3256.3355761243356
3185000	-2761.39425238458	-74.93374063500842	-2686.4605117495717	7	5	6.497912927639932	147.7878483103789	0.0	3256.3355761243356
3186000	-2757.600914548028	-69.42443494571404	-2688.176479602314	6	5	6.139937792448827	147.7878483103789	0.0	3256.3355761243356
3187000	-2754.635622297612	-73.11456263675038	-2681.5210596608617	6	6	3.4829759453319165	147.7878483103789	0.0	3256.3355761243356
3188000	-2766.958362692449	-76.45510512461061	-2690.5032575678383	6	6	3.6604937746820494	147.7878483103789	0.0	3256.3355761243356
3189000	-2756.025881370841	-68.56713526723527	-2687.458746103606	6	5	4.237347956426633	147.7878483103789	0.0	3256.3355761243356
3190000	-2755.7936292218974	-68.88732015727616	-2686.9063090646214	6	5	4.238504547195722	147.7878483103789	0.0	3256.3355761243356
3191000	-2744.932995601319	-70.81321181290173	-2674.119783788417	6	5	3.6498734515910933	147.7878483103789	0.0	3256.3355761243356
3192000	-2747.8669855382263	-75.92240054167951	-2671.944584996547	6	6	3.312412236754084	147.7878483103789	0.0	3256.3355761243356
3193000	-2753.1032993873305	-78.24263003242497	-2674.8606693549054	6	7	4.449142109896734	147.7878483103789	0.0	3256.3355761243356
3194000	-2748.774905250058	-76.54842639615329	-2672.2264788539046	6	6	3.600750056119483	147.7878483103789	0.0	3256.3355761243356
3195000	-2749.659800509468	-74.90667847960779	-2674.75312202986	6	6	3.962368403012742	147.7878483103789	0.0	3256.3355761243356
3196000	-2745.9590631643377	-73.61219712976865	-2672.3468660345693	6	6	5.042956494114905	147.7878483103789	0.0	3256.3355761243356
3197000	-2749.7585806711845	-76.22103669368082	-2673.537543977504	6	6	3.0941603414283247	147.7878483103789	0.0	3256.3355761243356
3198000	-2753.6398629572172	-80.40148412247969	-2673.2383788347374	6	6	5.971050737973213	147.7878483103789	0.0	3256.3355761243356
3199000	-2747.5590722628763	-73.43728315470261	-2674.1217891081737	6	6	5.295503470055589	147.7878483103789	0.0	3256.3355761243356
3200000	-2748.2767691815184	-71.74643913629022	-2676.5303300452283	6	5	2.091368834334442	147.7878483103789	0.0	3256.3355761243356
3201000	-2750.466035782267	-72.71930693375214	-2677.746728848515	6	6	5.350617276027204	147.7878483103789	0.0	3256.3355761243356
3202000	-2744.8748702644143	-76.60827346805209	-2668.266596796362	6	6	3.733889240350547	147.7878483103789	0.0	3256.3355761243356
3203000	-2741.018767133155	-71.83550702247305	-2669.183260110682	6	6	5.2525700127029955	147.7878483103789	0.0	3256.3355761243356
3204000	-2746.6956711692087	-71.70706119477781	-2674.988609974431	6	6	3.3997421481477375	147.7878483103789	0.0	3256.3355761243356
3205000	-2744.7810793521794	-78.22146251635913	-2666.55961683582	6	6	4.052759177590841	147.7878483103789	0.0	3256.3355761243356
3206000	-2753.5018755354604	-75.25632893852513	-2678.245546596935	6	6	3.9330329963281043	147.7878483103789	0.0	3256.3355761243356
3207000	-2752.456904272134	-76.45968483786716	-2675.9972194342668	6	6	4.375403830008855	147.7878483103789	0.0	3256.3355761243356
3208000	-2745.2888419004335	-66.57446111007167	-2678.7143807903617	6	5	6.215911815964529	147.7878483103789	0.0	3256.3355761243356
3209000	-2762.7665375113083	-82.48049205800129	-2680.286045453307	6	6	4.435019736745535	147.7878483103789	0.0	3256.3355761243356
3210000	-2745.566937482513	-72.25474525943002	-2673.312192223083	6	5	3.458367292892636	147.7878483103789	0.0	3256.3355761243356
3211000	-2756.7871572948216	-73.56215517678433	-2683.225002118037	6	6	4.589711994480871	147.7878483103789	0.0	3256.3355761243356
3212000	-2748.222805451943	-70.00446068086077	-2678.2183447710822	6	5	3.844922078959272	147.7878483103789	0.0	3256.3355761243356
3213000	-2743.9536995728645	-76.04768217237459	-2667.90601740049	6	6	4.47377738644297	147.7878483103789	0.0	3256.3355761243356
3214000	-2740.7713741718317	-73.20623355751793	-2667.565140614314	6	6	6.255797883121801	147.7878483103789	0.0	3256.3355761243356
3215000	-2741.3480666407136	-79.34071609546453	-2662.007350545249	6	6	4.840758070612608	147.7878483103789	0.0	3256.3355761243356
3216000	-2750.174226882684	-86.19378795518054	-2663.980438927503	6	7	2.8373969257839073	147.7878483103789	0.0	3256.3355761243356
3217000	-2738.8379265700723	-74.43713298462212	-2664.40079358545	6	6	7.62214325353496	147.7878483103789	0.0	3256.3355761243356
3218000	-2742.244748011524	-69.45436598458815	-2672.7903820269357	6	6	5.665422885992411	147.7878483103789	0.0	3256.3355761243356
3219000	-2740.295560537146	-72.75544459685759	-2667.540115940288	6	6	4.552204595216614	147.7878483103789	0.0	3256.3355761243356
3220000	-2741.1395043296434	-78.50462206031644	-2662.634882269327	6	6	3.067253592924777	147.7878483103789	0.0	3256.3355761243356
3221000	-2745.440793172341	-79.41189693631306	-2666.028896236028	7	6	4.862853942407512	147.7878483103789	0.0	3256.3355761243356
3222000	-2741.691335310872	-78.27934949238075	-2663.4119858184913	6	6	2.811101451537394	147.7878483103789	0.0	3256.3355761243356
3223000	-2764.3314045885886	-85.64522737045928	-2678.686177218129	6	7	3.2060641470276736	147.7878483103789	0.0	3256.3355761243356
